Places_name	Places_type	Places_city	Places_reference	Budget	timing
Tourist Guest House	Hotel	Chitral	https://maps.app.goo.gl/QAY3FaAUsT6E1bvv6	Low	All-day
Legendary Hotel Chitral	Hotel	Chitral	https://maps.app.goo.gl/QSmE94pnoCR7Jt218	Moderate	All-day
Chinar Inn Chitral	Hotel	Chitral	https://maps.app.goo.gl/fjTuWnH1FcfaubNe7	Low	All-day
Hotel Dream Land, Chitral	Hotel	Chitral	https://maps.app.goo.gl/deAbkj5sGEm6BzUk6	Moderate	All-day
River Breeze Hotel and Restaurant Syedabad	Hotel	Chitral	https://maps.app.goo.gl/2Y9ctPc85SiiGyk19	Low	All-day
Happy Guest House Kalash Valley (Heritage Residency)	Hotel	Chitral	https://maps.app.goo.gl/n9JB9dDY5acsW6iY6	Low	All-day
Foreigner Tourist Inn	Hotel	Chitral	https://maps.app.goo.gl/dqwLTTZV4ATxnYyd7	Moderate	All-day
Highland Park Hotel Kalash Valley	Hotel	Chitral	https://maps.app.goo.gl/vS3ij4d51LTuY25r7	Moderate	All-day
Kalash Resorts	Hotel	Chitral	https://maps.app.goo.gl/kfyrrLEWp6tSqLfN9	Moderate	All-day
Kafir Kot (ancient ruins, northern and southern sites)	Historical	Dera Ismail Khan	https://maps.app.goo.gl/7z1XSUoQSmVxCqW28	Low	Afternoon
Rehman Dheri (UNESCO site, archaeological)	Museum	Dera Ismail Khan	https://maps.app.goo.gl/XWbS1oKeGbg66K4UA	Low	Morning
Bagai MahalÃ‚	Historical	Dera Ismail Khan	https://maps.app.goo.gl/vZvuk2fWMD5C8m7o6	Low	Afternoon
Takht-e-Sulaiman (mountain peak, hiking)	Adventure/Natural	Dera Ismail Khan	https://maps.app.goo.gl/vVurkBF1EBWkENRS8	Moderate	FullDay
Wildlife Park D.I.Khan	Adventure/Natural	Dera Ismail Khan	https://maps.app.goo.gl/uNhCogDue4hVdMNz6	Low	Morning
Laghari Gate	Historical landmark	Dera Ismail Khan	https://maps.app.goo.gl/ada2gy7UuQcmg4467	Low	Evening
Tablighi Markaz	Mosque	Dera Ismail Khan	https://share.google/FtYxBb18CAAf23gOn	Low	Night
River View Amusement Park	Park	Dera Ismail Khan	https://maps.app.goo.gl/uhP4pQ9NeRx8ysi38	Low	Evening
Dir Museum (artifacts)	Historical	Dir	https://maps.app.goo.gl/mcGr7yHyqAeUrFyV8	Low	Morning
Chakdara Fort	Historical	Dir	https://maps.app.goo.gl/nNVuHUcP9BmV2XYm7	Low	Afternoon
Kumrat Valley (forests, waterfalls, river crossings)	Adventure/Natural	Dir	https://share.google/rzExePfBseyGbCy0d	High	FullDay
Baab-e-Kumrat (gateway to valley)	Adventure/Natural	Dir	https://maps.app.goo.gl/FJgYxi64FrXfDjYB9	Low	Morning
Katora Lake (trekking)	Adventure/Natural	Dir	https://share.google/9aHy15zIi2JVyua4H	High	FullDay
Panjkora River (fishing, boating)	Adventure/Natural	Dir	https://share.google/BVzyNVBg81BGQGCCA	Low	Afternoon
Jahaz Banda (meadows, hikes)	Adventure/Natural	Dir	https://share.google/7kbamz201daE9xR9w	High	FullDay
Saidgai Lake	Adventure/Natural	Dir	https://maps.app.goo.gl/Da9B4DSpj5v7P5qK8	High	FullDay
Ushirai Dara (valley)	Adventure/Natural	Dir	https://maps.app.goo.gl/bYD6nJMnEYq6KaUn7	Moderate	FullDay
Kumrat Waterfalls	Adventure/Natural	Dir	https://maps.app.goo.gl/hZjUDNA3y1HjJ7dX7	Moderate	Afternoon
Kala Chashma (black spring)	Adventure/Natural	Dir	https://maps.app.goo.gl/nBEijtT3MFTiuKCG6	Moderate	Afternoon
Kumrat Forest	Adventure/Natural	Dir	https://share.google/wlMgbTC2o9IwT0ogZ	Low	FullDay
Kund Banda	Religious	Dir	https://maps.app.goo.gl/bmjUQrzjhcJr3keh6	Low	FullDay
National Club	Hotel	Dera Ismail Khan	https://maps.app.goo.gl/my6uGLrhViSzLGXP6	Moderate	All-day
Hotel Paradise	Hotel	Dera Ismail Khan	https://maps.app.goo.gl/aHeq6yPfnRf9vWECA	Low	All-day
Shalimar Hotel Restaurant	Hotel	Dera Ismail Khan	https://maps.app.goo.gl/q2HHCAD8m5QS2oFo8	Low	All-day
Shelton Rezidor Hotel Dera Ismail Khan	Hotel	Dera Ismail Khan	https://maps.app.goo.gl/u2X7LFQn5UTy7fdu6	High	All-day
De Hilton Hotel & Restaurant	Hotel	Dera Ismail Khan	https://maps.app.goo.gl/hw3rq6oa4uL91igq5	Moderate	All-day
Lucky Guest House Dikhan kpk	Hotel	Dera Ismail Khan	https://maps.app.goo.gl/k5LudHjoWvEEFnkq9	Low	All-day
Imperial Palace Hotel	Hotel	Dera Ismail Khan	https://maps.app.goo.gl/2XWXPPZFkG6dgnZC7	Moderate	All-day
Aabshar Hotel	Hotel	Dir	https://maps.app.goo.gl/dVDNFQS7TcS59uCb7	Low	All-day
Celine Resorts	Hotel	Dir	https://maps.app.goo.gl/JS65tmyvpb2KYzya7	Moderate	All-day
Mountain Lodge Resort	Hotel	Dir	https://maps.app.goo.gl/vq6ET6kDZmdc85yi8	Moderate	All-day
Shelton Hotel Kumrat	Hotel	Dir	https://maps.app.goo.gl/RjwisNngprmNbeVo8	Moderate	All-day
Dir Continental Hotel & Restaurant	Hotel	Dir	https://maps.app.goo.gl/zwvhSERMJ8d2L9yR7	Moderate	All-day
Shelton Rezidor Hotel Kumrat	Hotel	Dir	https://maps.app.goo.gl/RjwisNngprmNbeVo8	High	All-day
Shelton Rezidor Hotel Kumrat Road	Hotel	Dir	https://maps.app.goo.gl/ohfM1wspb1N9BAK19	High	All-day
Qadeemi Sohan Halwa	Restaurant	Dera Ismail Khan	https://maps.app.goo.gl/HZs2jPTgTsMPwzPV8	Low	FullDay
Dera Bistro	Restaurant	Dera Ismail Khan	https://maps.app.goo.gl/KMQL6wA7vv1sVxUs6	Moderate	MainMeals
Midd Ways Restaurant	Restaurant	Dera Ismail Khan	https://maps.app.goo.gl/XFPhTC6vZxcm8xCG7	Moderate	FullDay
CPEC Interchange Hotel	Restaurant	Dera Ismail Khan	https://maps.app.goo.gl/Swpr1ZPnHACQ8XBs8	Low	FullDay
Mid Town Restaurant & Bar	Restaurant	Dera Ismail Khan	https://maps.app.goo.gl/zAWdsZANPRA6SNKa7	Moderate	MainMeals
Al Nasir Hotel and Restaurant	Restaurant	Dera Ismail Khan	https://maps.app.goo.gl/zEoBVMDqyC1bBxWR7	Low	FullDay
Unkar Restaurant	Restaurant	Dir	https://maps.app.goo.gl/ztZmnyW7rUPVz4Rk7	Low	MainMeals
Shin Ghar Hotel	Restaurant	Dir	https://maps.app.goo.gl/JGwhEmb1SAbXpUEr9	Low	MainMeals
River Touch Restaurant	Restaurant	Dir	https://maps.app.goo.gl/jfa68sok2yLfQgJ2A	Moderate	MainMeals
Urban Bites	Restaurant	Dir	https://maps.app.goo.gl/2ecrZpVqtq8Xzi44A	Moderate	MainMeals
Pokh Jumayat Old Mosque	Mosque	Hangu	https://maps.app.goo.gl/iRUYgmq524oaQY7n9	Low	FullDay
Saragarhi Fort	Museum	Hangu	https://maps.app.goo.gl/DsGEun3LUmN7nWz46	Low	Afternoon
Samana hill station	Campground	Hangu	https://maps.app.goo.gl/FFknxY1WeT8nz9N47	Low	FullDay
Hangu Fort (lesser-known ruins)	Historical	Hangu	https://maps.app.goo.gl/R7cFZ5LmJnnfw2dh9	Low	Afternoon
Jawzara Springs	Adventure/Natural	Hangu	https://maps.app.goo.gl/YNpQW8maK5iZ4Swk9	Low	Morning
Tribal heritage in Hangu	Cultural	Tall Near hangu	https://maps.app.goo.gl/FJDLB5iyh8UPnzKy7	Low	Afternoon
Khanpur Dam	Dam	Haripur	https://maps.app.goo.gl/dTH7UwNYvRSDzrDG8	Moderate	FullDay
Hazara Waterfalls (eco-tourism cascades)	Adventure/Natural	Haripur	https://maps.app.goo.gl/fKnHY8e24j1EETtQ9	Low	Morning
Tarbela Lake View Picnic Point	Adventure/Natural	Haripur	https://maps.app.goo.gl/BZeB4eGmAxTpNk4Q8	Low	Evening
Umbrella Waterfall	Adventure/Natural	Havelian	https://maps.app.goo.gl/Pfwsy58c91xvsJcF8	Low	Morning
Jamrud Fort (British-era)	Historical	Jamrud	https://maps.app.goo.gl/cfBzDzKJZErhMegD9	Low	Afternoon
Khyber Pass (ancient route)	Historical	Jamrud	https://maps.app.goo.gl/FyPVfrNj8z3tgDyG9	Low	Morning
Khalabat Tarbela Lake boating point	Adventure/Natural	Khalabat	https://maps.app.goo.gl/rkEv17H6WRgpbw6i9	Moderate	Evening
KDA Park	Park	Kohat	https://maps.app.goo.gl/9BFoj5jB3mXF6Aws6	Low	Evening
Kohat Fort	Historical	Kohat	https://maps.app.goo.gl/D6sopnWzVCsLpKyi8	Low	Afternoon
Kohat Pass (historic route)	Historical	Kohat	https://maps.app.goo.gl/9yKYUiHW3eJYJ8u9A	Low	Morning
Tanda Dam (boating, picnics)	Adventure/Natural	Kohat	https://maps.app.goo.gl/pSh2pVyh5d6rq4cUA	Low	FullDay
Kotal Khwand Pass (scenic drive)	Adventure/Natural	Kohat	https://maps.app.goo.gl/9yKYUiHW3eJYJ8u9A	Low	Evening
Darbar Ghamkol Shareef (shrine)	Religious	Kohat	https://maps.app.goo.gl/XBLLzZfFaXqdxBcx9	Low	FullDay
Naurang Fort (British-era)	Historical	Lakki Marwat	https://maps.app.goo.gl/jiDxcykQgHBfsEFr6	Low	Afternoon
Great Mosque Saeed Khel Lakki	Mosque	Lakki Marwat	https://maps.app.goo.gl/Nc8t9QYCoM9qJCQi7	Low	FullDay
GM Park	Park	Lakki Marwat	https://maps.app.goo.gl/4bP9mP7W1Jsas8t37	Low	Evening
Sheen Bagh Chowk ( Shaheed Abid Ali Chowk)	Sculpture	Lakki Marwat	https://maps.app.goo.gl/JcMf4RWHtfv8STr27	Low	Night
Takht-i-Bahi (UNESCO Buddhist monastery)	Historical	Mardan	https://maps.app.goo.gl/LgHKaxBTeJCCiGoC8	Low	Morning
Seri Bahlol (ancient city remains)	Historical	Mardan	https://maps.app.goo.gl/goA4SeekMskAWU2H7	Low	Morning
Bacha Khan Monument (tribute site)	Religious	Mardan	https://maps.app.goo.gl/cSowgi2pB1Q4gWL77	Low	Afternoon
Guide's Memorial Park	Cultural	Mardan	https://maps.app.goo.gl/3EFiP4w3qF4yVAq98	Low	Evening
Red Vok	Restaurant	Hangu	https://maps.app.goo.gl/CNAZgCYV2iKexc5G8	Moderate	MainMeals
Insaaf Restaurant	Restaurant	Hangu	https://maps.app.goo.gl/R3tiQZP8hwk7XCGQA	Low	FullDay
Big Bite Fast Food	Restaurant	Hangu	https://maps.app.goo.gl/4bVQHCwR9PshNhro6	Low	MainMeals
Barchi Khana	Restaurant	Hangu	https://maps.app.goo.gl/iqvovu9iEff9hJUy8	Low	FullDay
Peshawari Resturant	Restaurant	Hangu	https://maps.app.goo.gl/cZLVqgiU2f6WgKTY6	Low	FullDay
Abasen Restaurant HANGU	Restaurant	Hangu	https://maps.app.goo.gl/sDL2VoTmk1NmqeMF9	Low	FullDay
Safari 99	Restaurant	Haripur	https://maps.app.goo.gl/VBvqajvFyNVGEpk27	Moderate	MainMeals
Grill Out	Restaurant	Haripur	https://maps.app.goo.gl/r3gcjieZ3VkA6rzq5	Moderate	Dinner
Khyber Shinwari	Restaurant	Haripur	https://maps.app.goo.gl/r2HQgDoHMoDny1US9	Moderate	MainMeals
Food Palace, Haripur	Restaurant	Haripur	https://maps.app.goo.gl/ULFBs3Y8TzVSLYj17	Moderate	FullDay
Desi Mehfil Restaurant	Restaurant	Haripur	https://maps.app.goo.gl/48shjPGd7ivUz3au9	Moderate	MainMeals
New Shinwari Tikka Karahi Restaurant	Restaurant	Haripur	https://maps.app.goo.gl/gx2v384eUWkf5qWA9	Moderate	MainMeals
Shahi Restaurant	Restaurant	Haripur	https://maps.app.goo.gl/M6jXCM1twFQmjcir5	Low	FullDay
Zahid Resturant And Shinwari	Restaurant	Haripur	https://maps.app.goo.gl/Zwh1KjXT2n5vUzqr8	Low	MainMeals
Sakhakot Tikka Center	Restaurant	Haripur	https://maps.app.goo.gl/BqVCxurmTLboFG1PA	Low	Dinner
Khan Restaurant	Restaurant	Haripur	https://maps.app.goo.gl/kMbGu5Q835X1yW296	Low	FullDay
Yasir Chapli Kabab	Restaurant	Haripur	https://maps.app.goo.gl/P3uXov5boG8LZkMz9	Low	MainMeals
Lahori Food Palace	Restaurant	Havelian	https://maps.app.goo.gl/dDapuRM4h4hbC8xX9	Low	FullDay
AU Pizza & Refreshment	Restaurant	Havelian	https://maps.app.goo.gl/fc9L9v3ehhmm5PHs7	Low	MainMeals
Cafe Mubarak	Restaurant	Havelian	https://maps.app.goo.gl/bPLDJkCxeupTwBx7A	Low	Brunch
Zaman Hotel Havelian	Restaurant	Havelian	https://maps.app.goo.gl/1ikWao8x1wFEZ2Qv6	Low	FullDay
Turkmen Al Bukhari	Restaurant	Havelian	https://maps.app.goo.gl/4a3hjUufi1j9cLc58	Low	MainMeals
Naveed Chips Center Havelian	Restaurant	Havelian	https://maps.app.goo.gl/xRJkMNwoJphAQ4R99	Low	MainMeals
BOSTAN HOTEL AND RESTAURANT MAIN BAZAR HAVELIAN	Restaurant	Havelian	https://maps.app.goo.gl/iFrtuF3qkkC9tXwL8	Low	FullDay
Sardaryab Fish Center	Restaurant	Jamrud	https://maps.app.goo.gl/gYemkfiaaM4YT3Bm9	Low	MainMeals
Bab E Khyber Fish Center	Restaurant	Jamrud	https://maps.app.goo.gl/1gJfjjomYxg7PKQKA	Moderate	MainMeals
Khyber Shinwari	Restaurant	Jamrud	https://maps.app.goo.gl/Vr8nCqhr9VTE3eMh9	Moderate	MainMeals
Cafe Crunch	Restaurant	Jamrud	https://maps.app.goo.gl/rSvc7A7HR4F1ic4CA	Moderate	Brunch
Jamrud Food Street	Restaurant	Jamrud	https://maps.app.goo.gl/9PDZ85BwPLyzUnfAA	Moderate	MainMeals
Raaj Gul Hotel Jamrud Cheene Market	Restaurant	Jamrud	https://maps.app.goo.gl/FCjv462Bz8gi7e4s5	Low	FullDay
Balochi Sajji	Restaurant	Khalabat	https://maps.app.goo.gl/hjjfvubJ37tMdB396	Moderate	Dinner
Kala Khan Fish Shop	Restaurant	Khalabat	https://maps.app.goo.gl/8i4xuYxUGDEzzAJ5A	Low	MainMeals
Grill Town Pizza Cafe	Restaurant	Khalabat	https://maps.app.goo.gl/TKzP7WLPqw82Dzbn8	Moderate	MainMeals
Al Madina Restaurant	Restaurant	Kohat	https://maps.app.goo.gl/wt7syQurjCQriVgs9	Low	FullDay
Pearl Oasis	Restaurant	Kohat	https://maps.app.goo.gl/19dGmwJaCHFLSrd87	Moderate	FullDay
Sultan Painda Hotel	Restaurant	Lakki Marwat	https://maps.app.goo.gl/eyRkPJQPNcHU9xmNA	Low	FullDay
Lakki Marwat Restaurant	Restaurant	Lakki Marwat	https://maps.app.goo.gl/aspXQ3buAvCPrq7QA	Low	FullDay
River View Restaurant	Restaurant	Lakki Marwat	https://maps.app.goo.gl/L3Ra3sdhMDbuC56g6	Moderate	MainMeals
Traskoon Restaurant	Restaurant	Mardan	https://maps.app.goo.gl/ifTgSyEH3JxNZKqA6	Moderate	MainMeals
The Bakery Cafe	Restaurant	Mardan	https://maps.app.goo.gl/8rzeb2nKMyycHvJV8	Moderate	Brunch 
Dewan e Khas Guest House	Hotel	Hangu	https://maps.app.goo.gl/Vs1wXUsZWASFpabJA	Low	All-day
Crown Guest house & Conference Hall(SMC-PVT)LTD	Hotel	Hangu	https://maps.app.goo.gl/qTav53MeE8A71MCF8	Low	All-day
Hotel Italian Inn	Hotel	Haripur	https://maps.app.goo.gl/3yHk6gQ1TZZ33bBP9	Moderate	All-day
Al Wasay Guesthouse	Hotel	Haripur	https://maps.app.goo.gl/7BcfZBMEcn2Ldt7n9	Low	All-day
Royal Inn Guest House	Hotel	Haripur	https://maps.app.goo.gl/J9jRiWD7DssnSZ9K9	Low	All-day
Hotel Italian Inn	Hotel	Haripur	https://maps.app.goo.gl/VtitRACExyb9yE4D8	Moderate	All-day
VIP Pak Hotel	Hotel	Havelian	https://maps.app.goo.gl/W8JJbHSD5yivkBUf6	Moderate	All-day
Al Ibadat hotel	Hotel	Peshawar near Jamrud	https://maps.app.goo.gl/23MdnUiYscuDnt8w8	Moderate	All-day
PEARL CITY Hotel	Hotel	Peshawar near Jamrud	https://maps.app.goo.gl/rNwbHARrqJNeo1Rz8	Moderate	All-day
Hotel Spogmay & Kehkashan Restaurant	Hotel	Peshawar near Jamrud	https://maps.app.goo.gl/ju8X77DQx3UC12Su6	Moderate	All-day
Peshawar Serena Hotel	Hotel	Peshawar near Jamrud	https://maps.app.goo.gl/1Dzd6B3AQjsxoc5Z8	High	All-day
Peshawar Barracks	Hotel	Peshawar near Jamrud	https://maps.app.goo.gl/vQtqDXt4FXawRkrRA	Moderate	All-day
Fort Continental Hotel	Hotel	Peshawar near Jamrud	https://maps.app.goo.gl/7FC8dEs2yuGyeNhL7	High	All-day
Shelton VIP Guest House	Hotel	Kohat	https://maps.app.goo.gl/uA5WNx1ovoCWPhcz9	Moderate	All-day
PayaNoor	Hotel	Kohat	https://maps.app.goo.gl/AqbbQpG72pVL9fhs6	Low	All-day
Kohat Guest House	Hotel	Kohat	https://maps.app.goo.gl/CQodgsF7qYPUFjoj8	Low	All-day
Alamgir Hotel	Hotel	Lakki Marwat	https://maps.app.goo.gl/8SzNCkiCuwu6hwZk7	Low	All-day
Shelton Hotel Mardan	Hotel	Mardan	https://maps.app.goo.gl/HKu3pYtbcqe65m7F7	Moderate	All-day
Tikkala Regency Hotel And Restaurant	Hotel	Mardan	https://maps.app.goo.gl/R4QopdDHmts1ZpdY7	High	All-day
Goodar Resort	Hotel	Mardan	https://www.google.com/maps/place/Goodar+resort/@35.4902065,72.5770582,17z/data=!4m10!3m9!1s0x38dcfbda3a1d060f:0x6f525886b78c920!5m3!1s2025-12-16!4m1!1i2!8m2!3d35.4902022!4d72.5796331!16s%2Fg%2F11ny34rgtx?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	Moderate	All-day
Siran Lake	Adventure/Natural	Manshera	https://maps.app.goo.gl/LxdXDWB6ikdXCe9F8	Low	All-day
Ashoka Rocks (ancient edicts)	Historical	Mansehra	https://maps.app.goo.gl/cZDSK7cwBhPukqdK7	Low	All-day
Lulusar-Dudipatsar National Park (lakes, hikes)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/NqgmH99jgEcPRjkT7	Low	Evening
Payala Lake (boating)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/knoS1t9iYiymc1zA9	Low	Afternoon
Kaghan Valley (valleys, lakes)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/ytA7WZZmBpTTGmYq8	Low	All-day
Shogran (meadows)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/5q4g2Ft2dHMGjFyAA	Moderate	All-day
Naran (valleys)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/vNt341M3TMMUWkjv7	Low	All-day
Saiful Muluk Lake	Adventure/Natural	Mansehra	https://maps.app.goo.gl/55iNbJrhiZPJWCVa6	Low	All-day
Aansu Lake	Adventure/Natural	Mansehra	https://maps.app.goo.gl/GNeRx5AdzgX9MaeL6	Low	All-day
Makra Peak (trekking)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/RvbmDqwpGWbtXeBU7	Moderate	Morning
Siran Valley (meadows like Khandagali, Aram Gali)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/gQRVLFgxYaGJbf1f9	Low	All-day
Siri Paye Meadows (trekking, views)	Adventure/Natural	Mansehra	https://maps.app.goo.gl/AYEHdarrCG7ZKXqw7	Moderate	All-day
Doga Meadows	Adventure/Natural	Manshera	https://maps.app.goo.gl/r6h5f4MnfAjoCnMf6	Low	All-day
Tourist Club Cafe & Restaurant	Restaurant	Mansehra	https://maps.app.goo.gl/Tb8DMZhbsk69DQp87	Moderate	FullDay
Susal Valley Chairman	Restaurant	Mansehra	https://maps.app.goo.gl/UAucxQiUXmMDQvua6	Moderate	FullDay
Karakuram Hotel & Restaurant	Hotel	Manshera	https://maps.app.goo.gl/RgbRdSLdKDHmwcA66	High	All-day
RED ROSE HOTEL & RESORT MANSEHRA	Hotel	Mansehra	https://maps.app.goo.gl/uh8AXcP3ZH2EEZeJA	High	All-day
Hotel Royal Samah and Banquet Hall	Hotel	Mansehra	https://maps.app.goo.gl/uHrKpLBeWzEU8ARXA	Moderate	All-day
Jaba Towers Hotel Mansehra	Hotel	Mansehra	https://maps.app.goo.gl/Avf43zPhqfB71NSQ9	High	All-day
Hidden Hills Hotel & Resorts	Hotel	Mansehra	https://maps.app.goo.gl/rqeqUaUiDjgkAuYv9	High	All-day
Hotel One Mansehra	Hotel	Mansehra	https://maps.app.goo.gl/jYz7SusFohquPxfJ8	Moderate	All-day
Husnain Resort	Hotel	Mansehra	https://maps.app.goo.gl/aFtDdrtVrvHNuRjF9	Moderate	All-day
Siran Valley Hotel (Guest house)	Hotel	Manshera	https://maps.app.goo.gl/q6YvascjwXs5tEHz7	High	All-day
Waterstone's Hotel	Hotel	Manshera	https://maps.app.goo.gl/SXQV6SrzzLsp2FeW6	High	All-day
Khan Continental Hotel and Restaurant	Hotel	Manshera	https://maps.app.goo.gl/q8jz8f2LRZ2xaHDx6	Moderate	All-day
Fiza Gat Park (river views, picnics)	Adventure/Natural	Mingora	https://maps.app.goo.gl/AYiWTs1r4JfH7eUr9	Low	Evening
Ushu Forest	Adventure/Natural	Mingora	https://maps.app.goo.gl/weVDFzzMsRvqLsed7	Low	Morning
Shingrai Waterfall (hidden cascade)	Adventure/Natural	Mingora	https://maps.app.goo.gl/Mpg2vgbLHUqmSQ5t8	Low	Morning
Swat Museum (Gandhara relics)	Historical	Mingora	https://maps.app.goo.gl/c8ye2qbDpQNahaRc7	Low	Afternoon
Donchar Gul Waterfall	Adventure	Mingora	https://maps.app.goo.gl/9u2tv1AymwFAa9qF8	Low	Morning
Jahanabad Buddha	Historical	Mingora	https://maps.app.goo.gl/gwMZfezTdbiHcZiF7	Low	All-day
B Biryani Restaurant	Restaurant	Mingora	https://maps.app.goo.gl/Zagde2zi42LeuzCG7	Moderate	MainMeals 
Hujra Restaurant Swat	Restaurant	Mingora	https://maps.app.goo.gl/su6XjjEwUBzWJHdo7	High	Meals
Podina Restaurant	Restaurant	Mingora	https://maps.app.goo.gl/zTYvLRaQ2CooeCci7	Moderate	MainMeals 
Cafe Akbari	Restaurant	Mingora	https://maps.app.goo.gl/yHPpEfi4eMj1BWHW6	Moderate	FullDay 
Relax Food Point	Restaurant	Mingora	https://maps.app.goo.gl/JNCtCAUxTNpZUSwq9	High	MainMeals 
Savour Chicks Pizza and Cafe	Restaurant	Sawat near mingora	https://maps.app.goo.gl/3nS5HWt6toSbCto16	Moderate	MainMeals 
F R Darya e Swat Hotel And Restaurant	Hotel	Mingora	https://maps.app.goo.gl/n3gyE5ND8AUAMsTX9	Low	All-day
Lake View Hotel	Hotel	Mingora	https://maps.app.goo.gl/mrhtanzmgQ54Aydv9	Moderate	All-day
Grand Holiday Hotel	Hotel	Mingora	https://maps.app.goo.gl/ga6wfEnP9Gb3Jgjz8	Moderate	All-day
Hotel Swat Rezidor	Hotel	Mingora	https://maps.app.goo.gl/EwUqKiiM14JFcjdw5	Moderate	All-day
Hotel Tour De Swat	Hotel	Mingora	https://maps.app.goo.gl/QKArZL1ybhs6JkSv8	Moderate	All-day
Hotel Swat Regency	Hotel	Mingora	https://maps.app.goo.gl/SCk6kRyrtF8ZUJ5U9	Moderate	All-day
Happyland Hotel	Hotel	Mingora	https://maps.app.goo.gl/SGE9SMqbYMXMq4CeA	Low	All-day
Swat Hotel	Hotel	Mingora	https://maps.app.goo.gl/XdfRTWXjoVv6sUiw6	Moderate	All-day
Hotel Hills City	Hotel	Mingora	https://maps.app.goo.gl/FepJot99Q2mcQDE4A	Moderate	All-day
ABEER Hotel	Hotel	Mingora	https://maps.app.goo.gl/VSBDQYzBpea88PuY9	Moderate	All-day
Hotel Relax Cottage	Hotel	Mingora	https://maps.app.goo.gl/Y7XuCcAfE5NK8srj8	Low	All-day
Swat Palace Hotel by Northin	Hotel	Mingora	https://maps.app.goo.gl/3DREQReK82hLE25F6	Moderate	All-day
Hotel Royal Lodge swat	Hotel	Mingora	https://maps.app.goo.gl/zc6HU1nKZZX2ZFot7	Moderate	All-day
The Swat Sukoon guest house	Hotel	Mingora	https://maps.app.goo.gl/Sy9tHVbmZ3ZH6Efs6	Low	All-day
Galiyat Hills Hotel	Hotel	Mingora	https://maps.app.goo.gl/E7yxibjKsiUB5JHPA	Moderate	All-day
Burj Al Swat Hotel	Hotel	Mingora	https://maps.app.goo.gl/CAnLPrHWM1WHGpkK9	Moderate	All-day
Bypass Hotel & Restaurant Swat	Hotel	Mingora	https://maps.app.goo.gl/xAvcrECAKCjsQUNU7	Low	All-day
River Palace Hotel	Hotel	Mingora	https://maps.app.goo.gl/NZkhu83zSgA2Xymm8	Moderate	All-day
Moon Palace hotel swat	Hotel	Mingora	https://maps.app.goo.gl/nN3Ewd4eNsfQYz6c7	Moderate	All-day
Hotel Green suites	Hotel	Mingora	https://maps.app.goo.gl/Z8ws8o2BwdXJRBEo6	Moderate	All-day
City Star Hotel	Hotel	Mingora	https://maps.app.goo.gl/Br1h6djSrHksLW3F7	Moderate	All-day
Five Star Hotel	Hotel	Mingora	https://maps.app.goo.gl/hbjwuPVU2SJb2FKR9	Moderate	All-day
Hotel One Swat	Hotel	Mingora	https://maps.app.goo.gl/AVHLLwmC9Jb9Vf6u7	Moderate	All-day
Swat Hilton Hotel	Hotel	Mingora	https://maps.app.goo.gl/txe31wSRtSUykEmb6	Moderate	All-day
ALMAS HOTEL fizaghat park mingora swat	Hotel	Mingora	https://maps.app.goo.gl/FVHNfdfgjtTw5VBs9	Moderate	All-day
Hotel Holiday Inn Swat	Hotel	Mingora	https://maps.app.goo.gl/VBFRtb18cGxjBqmg7	Moderate	All-day
Stay Inn Hotel	Hotel	Mingora	https://maps.app.goo.gl/ybbrT8CTXgNFQ75b8	Low	All-day
Hotel Swat Gateway	Hotel	Mingora	https://maps.app.goo.gl/k2pCtrfwJu7DpLtAA	Moderate	All-day
Hotel Hilton Palace	Hotel	Mingora	https://maps.app.goo.gl/QYaPdPP3Utk5k1oj6	Moderate	All-day
River Palace	Hotel	Mingora	https://maps.app.goo.gl/p6khcRKu1Xzx46eh6	Moderate	All-day
Hotel Swat Rezidor by Khan Familia Travels	Hotel	Mingora	https://maps.app.goo.gl/hrh6ihtjXxSyWxqS9	Moderate	All-day
Sir Cunningham Clock Tower	Historical	Peshawar	https://maps.app.goo.gl/HssyZbFik8Hm4iFh8	Low	All-day
Peshawar Museum	Cultural Insights	Peshawar	https://maps.app.goo.gl/TV6wS9Dg5nuSRH4r8	Low	Afternoon
Sethi House Museum	Historical	Peshawar	https://maps.app.goo.gl/HnsEeocapGeWzZN98	Low	Afternoon
Shahi Bagh	Serenity	Peshawar	https://maps.app.goo.gl/gNQBd6GFSiZWsUWp9	Low	Afternoon
Tatara Park	Recreational	Peshawar	https://maps.app.goo.gl/6XZF7eTiFMveHGcC6	Low	All-day
Mahabat Khan Mosque	Architectural	Peshawar	https://maps.app.goo.gl/nuY25i4EXmiLiPa89	Low	Afternoon
Wazirbagh	Historical	Peshawar	https://maps.app.goo.gl/V6iw5bgwEGxFyiaK9	Low	All-day
M I H Akhund Darweza Baba Mazar	Historical	Peshawar	https://maps.app.goo.gl/L7D642kJxKAeMA7v7	Low	Afternoon
